name,restaurant_quality,restaurant_price,extra_info,nytimes_critics_pick,cuisine,lon,lat,location,yelp_review_count,yelp_rating,delivers
Al di Là,VERY_GOOD,MODERATE,NYT Critic’s Pick2 starItalian$$Park Slope North,TRUE,Italian,-73.9814311,40.6753101,Park Slope North,890,4,FALSE
The Red Cat,VERY_GOOD,MODERATE,"2 starMediterranean, New American$$Chelsea",FALSE,"Mediterranean, New American",-74.00419,40.748122,Chelsea,38,3.5,FALSE
Donguri,VERY_GOOD,MODERATE,"2 starJapanese, Sushi$$Upper East Side",FALSE,"Japanese, Sushi",-73.9522764,40.7757788,Upper East Side,143,4,TRUE
Bread Tribeca,VERY_GOOD,MODERATE,2 starItalian$$TriBeCa,FALSE,Italian,-74.00585989999999,40.7200392,TriBeCa,390,4.5,FALSE
Otto Enoteca Pizzeria,VERY_GOOD,MODERATE,"2 starItalian, Pizza$$Greenwich Village",FALSE,"Italian, Pizza",-73.996223,40.731991,Greenwich Village,2121,3.5,TRUE
Café Sabarsky,VERY_GOOD,MODERATE,2 starAustrian$$Upper East Side,FALSE,Austrian,-73.9602568,40.7812357,Upper East Side,498,4,FALSE
Heartbeat,VERY_GOOD,MODERATE,2 starNew American$$Midtown East,FALSE,New American,-73.9834736,40.7630929,Midtown East,26,3.5,FALSE
Chola,VERY_GOOD,MODERATE,2 starIndian$$Midtown East,FALSE,Indian,-73.96578,40.7602098,Midtown East,599,4,TRUE
Tang Pavilion,VERY_GOOD,MODERATE,2 starChinese$$Midtown,FALSE,Chinese,-73.97706939999999,40.7627063,Midtown,306,3.5,TRUE
Kang Suh Restaurant,VERY_GOOD,MODERATE,2 starKorean$$Koreatown,FALSE,Korean,-73.9878548,40.7478189,Koreatown,2020,4,FALSE
Uogashi,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starJapanese$$$Clinton,TRUE,Japanese,-73.9869736,40.7631984,Clinton,76,4.5,FALSE
Babs,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starFrench, Spanish$$$Greenwich Village",TRUE,"French, Spanish",-74.0018035,40.7282523,Greenwich Village,34,3.5,FALSE
Hutong,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starChinese$$$,TRUE,Chinese,-73.96790469999999,40.7618559,NA,278,3.5,FALSE
Pastis,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starFrench$$$Meatpacking District,TRUE,French,-74.007014,40.73924179999999,Meatpacking District,163,4,FALSE
The Fulton,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starSeafood$$$Seaport District,TRUE,Seafood,-74.0009726,40.7053125,Seaport District,170,3.5,FALSE
Crown Shy,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$Financial District,TRUE,American,-74.0059728,40.7127753,Financial District,267,4.5,FALSE
Kawi,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starKorean$$$Hudson Yards,TRUE,Korean,-74.0003285,40.7537618,Hudson Yards,184,4,FALSE
Standard Grill,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$West Village,TRUE,American,-74.00787629999999,40.7406769,West Village,1144,3.5,FALSE
Chumley’s,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$West Village,TRUE,American,-74.00787629999999,40.7406769,West Village,204,3.5,FALSE
Sofreh,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starMiddle Eastern$$$Prospect Heights,TRUE,Middle Eastern,-73.97398079999999,40.6798441,Prospect Heights,228,4,FALSE
The Bar at Momofuku Ko,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$East Village,TRUE,American,-73.991678,40.724834799999996,East Village,309,4.5,FALSE
Tuome,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$East Village,TRUE,American,-73.991678,40.724834799999996,East Village,498,4.5,FALSE
Don Angie,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starAmerican, Italian$$$West Village",TRUE,"American, Italian",-74.00209389999999,40.7378037,West Village,315,4.5,FALSE
Simon & the Whale,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$Flatiron,TRUE,American,-73.9844715,40.7396083,Flatiron,190,4,FALSE
Hwa Yuan Szechuan,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starChinese$$$Chinatown,TRUE,Chinese,-73.9960242,40.7137682,Chinatown,267,4,TRUE
Chinese Tuxedo,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starChinese$$$Chinatown,TRUE,Chinese,-73.9960242,40.7137682,Chinatown,276,3.5,FALSE
"The Aviary NYC, The Office NYC",VERY_GOOD,EXPENSIVE,2 starAmerican$$$Upper West Side,FALSE,American,-73.9830036,40.7688396,Upper West Side,222,4,FALSE
Ferris,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$Chelsea,TRUE,American,-73.9896583,40.7462639,Chelsea,172,4,FALSE
The Loyal,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$Greenwich Village,TRUE,American,-74.0032951,40.732159,Greenwich Village,204,4,FALSE
Loring Place,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$Greenwich Village,TRUE,American,-74.0032951,40.732159,Greenwich Village,407,4.5,FALSE
Prune,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starNew American$$$East Village,TRUE,New American,-73.98936599999999,40.723918,East Village,1052,3.5,FALSE
Nur,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starMiddle Eastern$$$Flatiron,TRUE,Middle Eastern,-73.9887968,40.738544,Flatiron,283,4,FALSE
King,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starFrench, Italian$$$SoHo",TRUE,"French, Italian",-74.003456,40.727565,SoHo,157,3.5,FALSE
The Loyal,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$Greenwich Village,TRUE,American,-73.99758369999999,40.7329277,Greenwich Village,204,4,FALSE
Loring Place,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$Greenwich Village,TRUE,American,-73.99758369999999,40.7329277,Greenwich Village,407,4.5,FALSE
Hwa Yuan Szechuan,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starChinese$$$Chinatown,TRUE,Chinese,-73.9980357,40.7143302,Chinatown,267,4,TRUE
Chinese Tuxedo,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starChinese$$$Chinatown,TRUE,Chinese,-73.9980357,40.7143302,Chinatown,276,3.5,FALSE
Standard Grill,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$West Village,TRUE,American,-74.005059,40.732095,West Village,1144,3.5,FALSE
Chumley’s,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$West Village,TRUE,American,-74.005059,40.732095,West Village,204,3.5,FALSE
Flora Bar,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starAmerican, Japanese, Spanish$$$Upper East Side",TRUE,"American, Japanese, Spanish",-73.9638262,40.7733983,Upper East Side,113,3.5,FALSE
Paowalla,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starIndian$$$SoHo,TRUE,Indian,-74.0032092,40.7252868,SoHo,735,4,FALSE
The Beatrice Inn,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starAmerican, French$$$West Village",TRUE,"American, French",-74.0041189,40.7377239,West Village,349,3.5,TRUE
Nix,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starVegetarian$$$Greenwich Village,TRUE,Vegetarian,-73.993674,40.7332505,Greenwich Village,552,4,FALSE
Le Coq Rico,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starFrench$$$Flatiron,TRUE,French,-73.9889029,40.738574,Flatiron,330,4,TRUE
La Sirena,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starItalian$$$Chelsea,TRUE,Italian,-73.990263,40.72595,Chelsea,24,4.5,FALSE
Café Altro Paradiso,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starItalian$$$SoHo,TRUE,Italian,-74.0046926,40.7254266,SoHo,149,3.5,FALSE
I Sodi,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starItalian$$$West Village,TRUE,Italian,-74.00499479999999,40.7334439,West Village,353,3.5,FALSE
Via Carota,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starItalian$$$West Village,TRUE,Italian,-74.00499479999999,40.7334439,West Village,543,4,FALSE
Houseman,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$Hudson Square,TRUE,American,-74.00926749999999,40.7257238,Hudson Square,108,4,TRUE
The Clocktower,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starEnglish, French$$$Midtown South",TRUE,"English, French",-73.9873733,40.7412813,Midtown South,379,4,FALSE
Untitled,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$Meatpacking District,TRUE,American,-74.00854919999999,40.73953179999999,Meatpacking District,292,4,FALSE
Mission Chinese Food,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starAmerican, Chinese$$$Lower East Side",TRUE,"American, Chinese",-73.98969559999999,40.713914,Lower East Side,763,3,TRUE
Santina,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starItalian$$$Meatpacking District,TRUE,Italian,-74.00888549999999,40.7396039,Meatpacking District,660,3.5,FALSE
Little Park,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$TriBeCa,TRUE,American,-74.0091553,40.7152366,TriBeCa,371,4,FALSE
I Sodi,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starItalian$$$West Village,TRUE,Italian,-74.0036162,40.73314480000001,West Village,353,3.5,FALSE
Via Carota,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starItalian$$$West Village,TRUE,Italian,-74.0036162,40.73314480000001,West Village,543,4,FALSE
Dirty French,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starFrench$$$Lower East Side,TRUE,French,-73.987285,40.721946,Lower East Side,652,4,FALSE
Marta,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starItalian, Pizza$$$Midtown South",TRUE,"Italian, Pizza",-73.9845825,40.7444764,Midtown South,889,4,FALSE
Bar Bolonat,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starMiddle Eastern$$$West Village,TRUE,Middle Eastern,-74.0058554,40.7376826,West Village,58,4,TRUE
The Bar at Momofuku Ko,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$East Village,TRUE,American,-73.9828264,40.7240662,East Village,309,4.5,FALSE
Tuome,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$East Village,TRUE,American,-73.9828264,40.7240662,East Village,498,4.5,FALSE
Contra,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$Lower East Side,TRUE,American,-73.98916,40.719907,Lower East Side,322,4,FALSE
Sushi Dojo,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starJapanese, Sushi$$$East Village",TRUE,"Japanese, Sushi",-73.9856625,40.7266342,East Village,443,4,TRUE
Hearth,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starItalian, New American$$$East Village",TRUE,"Italian, New American",-73.9831883,40.7300263,East Village,718,4,FALSE
Lake Pavilion,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starChinese$$$Flushing,TRUE,Chinese,-73.82490539999999,40.74263,Flushing,469,3,FALSE
Estela,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starMediterranean$$$Nolita,TRUE,Mediterranean,-73.994739,40.72464129999999,Nolita,520,4,FALSE
ABC Cocina,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starLatin American$$$Flatiron,TRUE,Latin American,-73.9893379,40.7380084,Flatiron,902,4,FALSE
Uncle Boons,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starThai$$$Nolita,TRUE,Thai,-73.9943972,40.7213778,Nolita,1006,4,FALSE
Kajitsu,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starJapanese, Sushi$$$Murray Hill",TRUE,"Japanese, Sushi",-73.9777611,40.7497944,Murray Hill,239,4,FALSE
Montmartre,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starAsian, French$$$Chelsea",TRUE,"Asian, French",-73.98242929999999,40.7760042,Chelsea,5,3.5,FALSE
Hanjan,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starKorean$$$Midtown South,TRUE,Korean,-73.9906286,40.7442451,Midtown South,423,4,FALSE
Jeepney,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starPhilippine$$$East Village,TRUE,Philippine,-73.9835944,40.7302917,East Village,1118,4,TRUE
Thirty Acres,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$,TRUE,American,-74.04706279999999,40.7196793,NA,333,4,TRUE
M. Wells Dinette,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starFrench$$$Long Island City,TRUE,French,-73.942296,40.7484929,Long Island City,407,3.5,FALSE
Acme,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starAmerican, Scandinavian$$$NoHo",TRUE,"American, Scandinavian",-73.9940625,40.72721809999999,NoHo,402,3,TRUE
RedFarm,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starChinese$$$West Village,TRUE,Chinese,-74.00648939999999,40.734192,West Village,662,3.5,FALSE
Salinas,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starSpanish$$$Chelsea,TRUE,Spanish,-74.0029917,40.7436444,Chelsea,920,4,FALSE
Tertulia,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starSpanish$$$West Village,TRUE,Spanish,-74.0008445,40.7322861,West Village,1903,4,FALSE
The Dutch,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$SoHo,TRUE,American,-74.0021536,40.7265328,SoHo,1172,3.5,FALSE
Junoon,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starIndian$$$Midtown South,TRUE,Indian,-73.9908619,40.7430986,Midtown South,1479,3.5,TRUE
Red Rooster Harlem,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starAmerican, Southern$$$Harlem",TRUE,"American, Southern",-73.94475349999999,40.8080989,Harlem,3238,3.5,FALSE
Riverpark,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$Kips Bay,TRUE,American,-73.973737,40.739516,Kips Bay,814,4,FALSE
Marc Forgione,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starAmerican, New American$$$TriBeCa",TRUE,"American, New American",-74.00960730000001,40.71649379999999,TriBeCa,919,4.5,FALSE
Tamarind Tribeca,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starIndian$$$TriBeCa,TRUE,Indian,-74.00891399999999,40.719217,TriBeCa,919,4,FALSE
Má Pêche,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starAsian$$$Midtown,TRUE,Asian,-73.975427,40.762936,Midtown,1026,4,TRUE
ABC Kitchen,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starNew American$$$Flatiron,TRUE,New American,-73.9896167,40.737775,Flatiron,2971,4,FALSE
Recette,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starNew American, Spanish$$$West Village",TRUE,"New American, Spanish",-74.006613,40.737409,West Village,1600,4.5,FALSE
Maialino,VERY_GOOD,EXPENSIVE,2 starItalian$$$Gramercy Park,FALSE,Italian,-73.9859278,40.7385306,Gramercy Park,1390,4,FALSE
Oceana,VERY_GOOD,EXPENSIVE,2 starSeafood$$$Times Square Theatre District,FALSE,Seafood,-73.9823074,40.7597641,Times Square Theatre District,532,4,FALSE
Locanda Verde,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starItalian$$$TriBeCa,TRUE,Italian,-74.01002489999999,40.7198964,TriBeCa,1624,4,FALSE
Aldea,VERY_GOOD,EXPENSIVE,"2 starNew American, Portuguese$$$Flatiron",FALSE,"New American, Portuguese",-73.993779,40.7387554,Flatiron,609,4,TRUE
Market Table,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starNew American$$$West Village,TRUE,New American,-74.00370199999999,40.729697,West Village,790,4,FALSE
Perbacco,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starItalian$$$East Village,TRUE,Italian,-73.983149,40.7232879,East Village,250,4,FALSE
Artisanal,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starFrench$$$Midtown South,TRUE,French,-73.9829025,40.7462158,Midtown South,5,5,FALSE
Bar Boulud,VERY_GOOD,EXPENSIVE,NYT Critic’s Pick2 starFrench$$$Upper West Side,TRUE,French,-73.9818528,40.77179719999999,Upper West Side,876,3.5,FALSE
Soto,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starJapanese, Sushi$$$West Village",TRUE,"Japanese, Sushi",-74.000883,40.7322346,West Village,2,3.5,FALSE
Sfoglia,VERY_GOOD,EXPENSIVE,"NYT Critic’s Pick2 starCafes, Italian$$$Upper East Side",TRUE,"Cafes, Italian",-73.9528729,40.7834926,Upper East Side,276,4,FALSE
The Little Owl,VERY_GOOD,EXPENSIVE,"2 starMediterranean, New American, Seafood$$$West Village",FALSE,"Mediterranean, New American, Seafood",-74.005318,40.732398,West Village,1267,4,FALSE
Buddakan New York,VERY_GOOD,EXPENSIVE,2 starAsian$$$Chelsea,FALSE,Asian,-74.0048253,40.7422555,Chelsea,3965,4,TRUE
Cookshop,VERY_GOOD,EXPENSIVE,2 starNew American$$$Chelsea,FALSE,New American,-74.0054421,40.7455937,Chelsea,2095,4,TRUE
Abboccato,VERY_GOOD,EXPENSIVE,2 starItalian$$$Midtown,FALSE,Italian,-73.9796738,40.7635315,Midtown,246,3.5,FALSE
Il Gattopardo,VERY_GOOD,EXPENSIVE,2 starItalian$$$Midtown,FALSE,Italian,-73.9796738,40.7635315,Midtown,156,4,FALSE
Oriental Garden,VERY_GOOD,EXPENSIVE,2 starChinese$$$Chinatown,FALSE,Chinese,-73.99726609999999,40.7158358,Chinatown,528,4,FALSE
Spigolo,VERY_GOOD,EXPENSIVE,2 starItalian$$$Upper East Side,FALSE,Italian,-73.9566687,40.7719019,Upper East Side,276,4,FALSE
Taboon,VERY_GOOD,EXPENSIVE,"2 starMediterranean, Middle Eastern$$$Clinton",FALSE,"Mediterranean, Middle Eastern",-73.9909847,40.7661805,Clinton,654,4,FALSE
Periyali,VERY_GOOD,EXPENSIVE,2 starGreek$$$Flatiron,FALSE,Greek,-73.992967,40.7406134,Flatiron,263,4,FALSE
Stone Park Cafe,VERY_GOOD,EXPENSIVE,2 starNew American$$$Park Slope,FALSE,New American,-73.98346,40.6730516,Park Slope,913,4,FALSE
Gari,VERY_GOOD,EXPENSIVE,"2 starJapanese, Sushi$$$Upper West Side",FALSE,"Japanese, Sushi",-73.9896167,40.7606917,Upper West Side,680,4,TRUE
Dévi,VERY_GOOD,EXPENSIVE,2 starIndian$$$Union Square,FALSE,Indian,NA,NA,Union Square,2,5,FALSE
Wolfgang's Steakhouse,VERY_GOOD,EXPENSIVE,2 starSteak Houses$$$Midtown South,FALSE,Steak Houses,-73.9894444,40.7561111,Midtown South,550,4,FALSE
Balthazar,VERY_GOOD,EXPENSIVE,"2 starBistros, French$$$SoHo",FALSE,"Bistros, French",-73.9982235,40.7226041,SoHo,3088,4,FALSE
Wallse,VERY_GOOD,EXPENSIVE,2 starGerman$$$West Village,FALSE,German,-74.008212,40.73541,West Village,276,4,FALSE
'Cesca,VERY_GOOD,EXPENSIVE,2 starItalian$$$Upper West Side,FALSE,Italian,-73.9798349,40.7803067,Upper West Side,397,3.5,TRUE
Amma,VERY_GOOD,EXPENSIVE,2 starIndian$$$Midtown East,FALSE,Indian,-73.9687464,40.755562,Midtown East,500,4,TRUE
Pampano,VERY_GOOD,EXPENSIVE,"2 starMexican, Seafood$$$Midtown East",FALSE,"Mexican, Seafood",-73.97048579999999,40.7550102,Midtown East,556,4,FALSE
Nice Matin,VERY_GOOD,EXPENSIVE,"2 starBistros, French$$$Upper West Side",FALSE,"Bistros, French",-73.978464,40.7833986,Upper West Side,745,3.5,FALSE
Abboccato,VERY_GOOD,EXPENSIVE,2 starItalian$$$Midtown,FALSE,Italian,-73.9763981,40.7616956,Midtown,246,3.5,FALSE
Il Gattopardo,VERY_GOOD,EXPENSIVE,2 starItalian$$$Midtown,FALSE,Italian,-73.9763981,40.7616956,Midtown,156,4,FALSE
Molyvos,VERY_GOOD,EXPENSIVE,2 starGreek$$$Midtown,FALSE,Greek,-73.9805464,40.76448449999999,Midtown,488,3.5,TRUE
Brasserie,VERY_GOOD,EXPENSIVE,"2 starBistros, French$$$Midtown East",FALSE,"Bistros, French",-73.97502709999999,40.7637614,Midtown East,453,3.5,FALSE
I Coppi,VERY_GOOD,EXPENSIVE,2 starItalian$$$East Village,FALSE,Italian,-73.9833014,40.7273653,East Village,695,3.5,TRUE
Cho Dang Gol,VERY_GOOD,EXPENSIVE,2 starKorean$$$Koreatown,FALSE,Korean,-73.9862594,40.7502517,Koreatown,1086,4,TRUE
Blue Ribbon Sushi,VERY_GOOD,EXPENSIVE,"2 starJapanese, Sushi$$$SoHo",FALSE,"Japanese, Sushi",-74.00240819999999,40.726092,SoHo,1098,4,FALSE
Nick and Toni's Cafe,VERY_GOOD,EXPENSIVE,2 starMediterranean$$$Upper West Side,FALSE,Mediterranean,-72.181375,40.970181,Upper West Side,894,3.5,FALSE
Maya,VERY_GOOD,EXPENSIVE,2 starMexican$$$Upper East Side,FALSE,Mexican,-73.95972359999999,40.7631741,Upper East Side,930,3.5,TRUE
Circus,VERY_GOOD,EXPENSIVE,2 starBrazilian$$$Upper East Side,FALSE,Brazilian,-73.985106,40.7722437,Upper East Side,130,4,FALSE
Hatsuhana,VERY_GOOD,EXPENSIVE,"2 starJapanese, Sushi$$$Midtown East",FALSE,"Japanese, Sushi",-73.97694170000001,40.7570278,Midtown East,1338,4,TRUE
Aquagrill,VERY_GOOD,EXPENSIVE,2 starSeafood$$$SoHo,FALSE,Seafood,-74.0038433,40.7253089,SoHo,1360,4,FALSE
Les Halles,VERY_GOOD,EXPENSIVE,2 starFrench$$$Kips Bay,FALSE,French,-73.98360559999999,40.7435588,Kips Bay,2536,4.5,FALSE
The Tavern by WS,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$$Chelsea,TRUE,American,-74.00270789999999,40.7544832,Chelsea,19,4.5,FALSE
Portale,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starItalian$$$$Chelsea,TRUE,Italian,-73.9962661,40.7402203,Chelsea,61,4,FALSE
Frevo,VERY_GOOD,VERY_EXPENSIVE,"NYT Critic’s Pick2 starAmerican, French$$$$Greenwich Village",TRUE,"American, French",NA,NA,Greenwich Village,27,4.5,FALSE
TAK Room,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$$Hudson Yards,TRUE,American,-74.00105500000001,40.7533936,Hudson Yards,112,4,FALSE
Gem,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$$Lower East Side,TRUE,American,-73.9921629,40.7191175,Lower East Side,29,4,FALSE
Legacy Records,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starItalian$$$$Hudson Yards,TRUE,Italian,-73.99816799999999,40.7576082,Hudson Yards,126,3.5,FALSE
Shabushabu Macoron,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starJapanese$$$$Lower East Side,TRUE,Japanese,-73.9910558,40.7191889,Lower East Side,68,4.5,FALSE
L’Atelier de Joël Robuchon,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starFrench$$$$Chelsea,TRUE,French,-74.0078709,40.7430491,Chelsea,140,4.5,FALSE
The Pool,VERY_GOOD,VERY_EXPENSIVE,"2 starAmerican, Seafood$$$$Midtown",FALSE,"American, Seafood",-73.9718681,40.7583177,Midtown,98,4,FALSE
Babbo,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starItalian$$$$Greenwich Village,TRUE,Italian,-73.9992785,40.732296,Greenwich Village,2412,4,FALSE
Fowler & Wells,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$$Financial District,TRUE,American,-74.0067242,40.7113296,Financial District,253,4,FALSE
Indian Accent,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starIndian$$$$Midtown,TRUE,Indian,-73.9788444,40.7642889,Midtown,571,4.5,FALSE
Benoit,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starFrench$$$$Midtown,TRUE,French,-73.977277,40.762523,Midtown,456,3.5,TRUE
Per Se,VERY_GOOD,VERY_EXPENSIVE,"2 starAmerican, French$$$$Upper West Side",FALSE,"American, French",-73.9829029,40.7682407,Upper West Side,1656,4.5,FALSE
Tempura Matsui,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starJapanese$$$$Murray Hill,TRUE,Japanese,-73.9749707,40.7481306,Murray Hill,133,4.5,FALSE
Bowery Meat Company,VERY_GOOD,VERY_EXPENSIVE,"NYT Critic’s Pick2 starAmerican, Steak Houses$$$$East Village",TRUE,"American, Steak Houses",-73.9918409,40.7245665,East Village,492,4,TRUE
