name,restaurant_quality,restaurant_price,extra_info,nytimes_critics_pick,cuisine,lon,lat,location,yelp_review_count,yelp_rating,delivers
Upland,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$$Kips Bay,TRUE,American,-73.98488499999999,40.741659,Kips Bay,1010,4,FALSE
Racines NY,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starFrench$$$$TriBeCa,TRUE,French,-74.0075586,40.7145751,TriBeCa,132,4,FALSE
Grindhaus,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$$Red Hook,TRUE,American,-74.0105476,40.6791799,Red Hook,102,4.5,TRUE
Gato,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starMediterranean$$$$NoHo,TRUE,Mediterranean,-73.9952599,40.7255794,NoHo,1151,4,FALSE
Narcissa,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$$East Village,TRUE,American,-73.99073899999999,40.727842,East Village,503,3.5,FALSE
River Cafe,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starNew American$$$$Fulton Ferry,TRUE,New American,-73.9947222,40.7038114,Fulton Ferry,1122,4,FALSE
Cagen,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starJapanese$$$$East Village,TRUE,Japanese,-73.9842523,40.7277388,East Village,189,4,FALSE
Ristorante Morini,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starItalian$$$$Upper East Side,TRUE,Italian,-73.9977806,40.7220167,Upper East Side,282,4,TRUE
Piora,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$$West Village,TRUE,American,-73.99142859999999,40.7410508,West Village,871,4,FALSE
Armani Ristorante Fifth Avenue,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starItalian$$$$Midtown East,TRUE,Italian,-73.9742964,40.7620726,Midtown East,232,4,FALSE
Casa Lever,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starItalian$$$$Midtown East,TRUE,Italian,-73.9742964,40.7620726,Midtown East,227,4,FALSE
Costata,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starItalian$$$$SoHo,TRUE,Italian,-73.9967982,40.72578439999999,SoHo,492,4,TRUE
Nougatine at Jean Georges,VERY_GOOD,VERY_EXPENSIVE,"NYT Critic’s Pick2 starAmerican, French$$$$Upper West Side",TRUE,"American, French",-73.98162549999999,40.7690255,Upper West Side,1125,4,FALSE
Jungsik,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starKorean$$$$TriBeCa,TRUE,Korean,-74.0090823,40.7187987,TriBeCa,586,4.5,FALSE
Monkey Bar,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starAmerican$$$$Midtown East,TRUE,American,-73.97320859999999,40.7598899,Midtown East,279,3.5,TRUE
Boulud Sud,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starMediterranean$$$$Upper West Side,TRUE,Mediterranean,-73.9817056,40.7718806,Upper West Side,748,4,FALSE
The Leopard at Des Artistes,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starItalian$$$$Upper West Side,TRUE,Italian,-73.9788133,40.7734007,Upper West Side,221,4,TRUE
Lincoln Ristorante,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starItalian$$$$Upper West Side,TRUE,Italian,-73.9788133,40.7734007,Upper West Side,570,4,FALSE
The Leopard at Des Artistes,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starItalian$$$$Upper West Side,TRUE,Italian,-73.9835995,40.77341450000001,Upper West Side,221,4,TRUE
Lincoln Ristorante,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starItalian$$$$Upper West Side,TRUE,Italian,-73.9835995,40.77341450000001,Upper West Side,570,4,FALSE
The Mark Restaurant by Jean-Georges,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starNew American$$$$Upper East Side,TRUE,New American,-73.9633279,40.7753416,Upper East Side,254,3.5,FALSE
Strip House,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starSteak Houses$$$$Greenwich Village,TRUE,Steak Houses,-73.9934116,40.734399,Greenwich Village,980,4,TRUE
Armani Ristorante Fifth Avenue,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starItalian$$$$Midtown East,TRUE,Italian,-73.9729522,40.7597331,Midtown East,232,4,FALSE
Casa Lever,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starItalian$$$$Midtown East,TRUE,Italian,-73.9729522,40.7597331,Midtown East,227,4,FALSE
La Fonda del Sol,VERY_GOOD,VERY_EXPENSIVE,NYT Critic’s Pick2 starLatin American$$$$Midtown East,TRUE,Latin American,-73.9768648,40.7536162,Midtown East,314,3.5,FALSE
Blue Ribbon Sushi Bar and Grill,VERY_GOOD,VERY_EXPENSIVE,"2 starAmerican, Asian$$$$Clinton",FALSE,"American, Asian",-73.9831177,40.7675589,Clinton,753,4,FALSE
15 East,VERY_GOOD,VERY_EXPENSIVE,"2 starJapanese, Sushi$$$$Union Square",FALSE,"Japanese, Sushi",-73.99218859999999,40.7364067,Union Square,634,4,FALSE
Rosanjin,VERY_GOOD,VERY_EXPENSIVE,"2 starJapanese, Sushi$$$$TriBeCa",FALSE,"Japanese, Sushi",-74.0076857,40.7165454,TriBeCa,455,4.5,FALSE
Megu,VERY_GOOD,VERY_EXPENSIVE,"2 starJapanese, Sushi$$$$TriBeCa",FALSE,"Japanese, Sushi",-74.0076857,40.7165454,TriBeCa,1093,4.5,FALSE
Gordon Ramsay at the London,VERY_GOOD,VERY_EXPENSIVE,2 starFrench$$$$Midtown,FALSE,French,-73.98065869999999,40.7634909,Midtown,1656,4.5,FALSE
DB Bistro Moderne,VERY_GOOD,VERY_EXPENSIVE,2 starFrench$$$$Midtown,FALSE,French,-73.98065869999999,40.7634909,Midtown,710,3.5,FALSE
Tocqueville,VERY_GOOD,VERY_EXPENSIVE,"2 starFrench, New American$$$$Union Square",FALSE,"French, New American",-73.9927131,40.7366772,Union Square,356,4,FALSE
Keens Steakhouse,VERY_GOOD,VERY_EXPENSIVE,2 starSteak Houses$$$$Koreatown,FALSE,Steak Houses,-73.9864611,40.7507861,Koreatown,2551,4,FALSE
Rosanjin,VERY_GOOD,VERY_EXPENSIVE,"2 starJapanese, Sushi$$$$TriBeCa",FALSE,"Japanese, Sushi",-74.0035305,40.7420492,TriBeCa,455,4.5,FALSE
Megu,VERY_GOOD,VERY_EXPENSIVE,"2 starJapanese, Sushi$$$$TriBeCa",FALSE,"Japanese, Sushi",-74.0035305,40.7420492,TriBeCa,1093,4.5,FALSE
BLT Steak,VERY_GOOD,VERY_EXPENSIVE,"2 starFrench, Steak Houses$$$$Midtown East",FALSE,"French, Steak Houses",-73.9616751,40.77157320000001,Midtown East,404,4,TRUE
David Burke Townhouse,VERY_GOOD,VERY_EXPENSIVE,2 starNew American$$$$Upper East Side,FALSE,New American,-73.96708300000002,40.764442,Upper East Side,195,4,TRUE
Blue Fin,VERY_GOOD,VERY_EXPENSIVE,2 starSeafood$$$$Times Square Theatre District,FALSE,Seafood,-73.98532519999999,40.75937589999999,Times Square Theatre District,1018,3.5,FALSE
Gordon Ramsay at the London,VERY_GOOD,VERY_EXPENSIVE,2 starFrench$$$$Midtown,FALSE,French,-73.9822126,40.7558502,Midtown,1656,4.5,FALSE
DB Bistro Moderne,VERY_GOOD,VERY_EXPENSIVE,2 starFrench$$$$Midtown,FALSE,French,-73.9822126,40.7558502,Midtown,710,3.5,FALSE
Triomphe,VERY_GOOD,VERY_EXPENSIVE,"2 starFrench, New American$$$$Midtown",FALSE,"French, New American",-73.982041,40.755821,Midtown,129,3.5,FALSE
Smith & Wollensky Steak House,VERY_GOOD,VERY_EXPENSIVE,2 starSteak Houses$$$$Midtown East,FALSE,Steak Houses,-73.97095,40.75526,Midtown East,1454,3.5,FALSE
Caviar Russe,VERY_GOOD,VERY_EXPENSIVE,2 starRussian$$$$Midtown East,FALSE,Russian,-73.9738498,40.7607667,Midtown East,128,4.5,FALSE
Hakubai,VERY_GOOD,VERY_EXPENSIVE,2 starJapanese$$$$Midtown South,FALSE,Japanese,-73.9799685,40.749581,Midtown South,111,4,FALSE
Orso,VERY_GOOD,VERY_EXPENSIVE,2 starItalian$$$$Clinton,FALSE,Italian,-73.9890099,40.7600118,Clinton,185,4,TRUE
Il Mulino,VERY_GOOD,VERY_EXPENSIVE,2 starItalian$$$$Greenwich Village,FALSE,Italian,-73.99914700000001,40.729751,Greenwich Village,547,4,TRUE
Da Umberto,VERY_GOOD,VERY_EXPENSIVE,2 starItalian$$$$Chelsea,FALSE,Italian,-73.99582699999999,40.739672,Chelsea,165,4,FALSE
Thai Cook,GOOD,INEXPENSIVE,NYT Critic’s Pick1 starThai$Elmhurst,TRUE,Thai,-73.99052259999999,40.7594312,Elmhurst,5,2.5,FALSE
Foxface,GOOD,INEXPENSIVE,NYT Critic’s Pick1 starSandwiches$East Village,TRUE,Sandwiches,-73.9857399,40.7276628,East Village,18,4.5,TRUE
Bang Bar,GOOD,INEXPENSIVE,NYT Critic’s Pick1 starSandwiches$Midtown,TRUE,Sandwiches,-73.9828769,40.768279,Midtown,95,4,FALSE
Mama’s Too,GOOD,INEXPENSIVE,NYT Critic’s Pick1 starPizza$Upper West Side,TRUE,Pizza,-73.9675901,40.8008324,Upper West Side,333,3.5,FALSE
Kopitiam,GOOD,INEXPENSIVE,NYT Critic’s Pick1 starMalaysian$Chinatown,TRUE,Malaysian,-73.99092329999999,40.7138286,Chinatown,636,4,TRUE
Le Sia,GOOD,INEXPENSIVE,1 starChinese$East Village,FALSE,Chinese,-73.9898209,40.7289082,East Village,237,4,TRUE
The Islands,GOOD,INEXPENSIVE,NYT Critic’s Pick1 starCaribbean$Crown Heights,TRUE,Caribbean,-73.963421,40.677064,Crown Heights,697,4,TRUE
Tim Ho Wan,GOOD,INEXPENSIVE,"NYT Critic’s Pick1 starChinese, Dim Sum$East Village",TRUE,"Chinese, Dim Sum",-73.9901486,40.7313215,East Village,1707,3.5,TRUE
Dumpling Galaxy,GOOD,INEXPENSIVE,NYT Critic’s Pick1 starChinese$Flushing,TRUE,Chinese,-73.8275503,40.7547953,Flushing,333,3.5,TRUE
Biang!,GOOD,INEXPENSIVE,NYT Critic’s Pick1 starChinese$Flushing,TRUE,Chinese,-73.8275503,40.7547953,Flushing,253,4,FALSE
Taqueria Tlaxcalli,GOOD,INEXPENSIVE,NYT Critic’s Pick1 starMexican$Parkchester,TRUE,Mexican,-73.85495,40.836265,Parkchester,601,4.5,TRUE
Lakruwana,GOOD,INEXPENSIVE,NYT Critic’s Pick1 starIndian$Stapleton,TRUE,Indian,-74.0753052,40.6257501,Stapleton,316,4.5,FALSE
Dumpling Galaxy,GOOD,INEXPENSIVE,NYT Critic’s Pick1 starChinese$Flushing,TRUE,Chinese,-73.9871797,40.729728,Flushing,333,3.5,TRUE
Biang!,GOOD,INEXPENSIVE,NYT Critic’s Pick1 starChinese$Flushing,TRUE,Chinese,-73.9871797,40.729728,Flushing,253,4,FALSE
Shake Shack,GOOD,INEXPENSIVE,"1 starFast Food, Hamburgers, Hot Dogs$Downtown Brooklyn",FALSE,"Fast Food, Hamburgers, Hot Dogs",-73.98818229999999,40.7414842,Downtown Brooklyn,348,4,TRUE
Second Avenue Deli,GOOD,INEXPENSIVE,1 starDeli$Kips Bay,FALSE,Deli,-73.9791699,40.7451911,Kips Bay,1224,4,TRUE
Katz's Delicatessen,GOOD,INEXPENSIVE,1 starDeli$Lower East Side,FALSE,Deli,-73.98742899999999,40.722233,Lower East Side,12194,4,TRUE
Caleta 111 Cevicheria,GOOD,MODERATE,NYT Critic’s Pick1 starLatin American$$Richmond Hill,TRUE,Latin American,-73.8366454,40.6974924,Richmond Hill,20,4.5,FALSE
Tsismis,GOOD,MODERATE,NYT Critic’s Pick1 starPhilippine$$Lower East Side,TRUE,Philippine,-73.9893269,40.7201117,Lower East Side,64,4,TRUE
Red Hook Tavern,GOOD,MODERATE,"NYT Critic’s Pick1 starAmerican, Hamburgers$$Red Hook",TRUE,"American, Hamburgers",-74.0120649,40.6778606,Red Hook,55,4,FALSE
Mission Ceviche Restaurant & Bar,GOOD,MODERATE,NYT Critic’s Pick1 starLatin American$$Upper East Side,TRUE,Latin American,-73.9578631,40.7691005,Upper East Side,138,4.5,TRUE
Da Long Yi Hot Pot,GOOD,MODERATE,1 starChinese$$Chinatown,FALSE,Chinese,-73.99655969999999,40.716553,Chinatown,170,3.5,FALSE
Van Da,GOOD,MODERATE,NYT Critic’s Pick1 starVietnamese$$East Village,TRUE,Vietnamese,-73.9831177,40.7233621,East Village,98,4,FALSE
Madame Vo BBQ,GOOD,MODERATE,NYT Critic’s Pick1 starVietnamese$$East Village,TRUE,Vietnamese,-73.9831177,40.7233621,East Village,173,4,FALSE
The Freakin Rican,GOOD,MODERATE,"NYT Critic’s Pick1 starCaribbean, Latin American$$Astoria",TRUE,"Caribbean, Latin American",-73.918312,40.755281,Astoria,180,4.5,TRUE
Niche,GOOD,MODERATE,1 starJapanese$$Lower East Side,FALSE,Japanese,-73.98519879999999,40.71789220000001,Lower East Side,100,4,FALSE
Violet,GOOD,MODERATE,"1 starItalian, Pizza$$East Village",FALSE,"Italian, Pizza",-73.99058819999999,40.7720223,East Village,68,3.5,FALSE
Van Da,GOOD,MODERATE,NYT Critic’s Pick1 starVietnamese$$East Village,TRUE,Vietnamese,-73.9882713,40.7274166,East Village,98,4,FALSE
Madame Vo BBQ,GOOD,MODERATE,NYT Critic’s Pick1 starVietnamese$$East Village,TRUE,Vietnamese,-73.9882713,40.7274166,East Village,173,4,FALSE
Saint Julivert Fisherie,GOOD,MODERATE,1 starSeafood$$Cobble Hill,FALSE,Seafood,-73.99570899999999,40.6878828,Cobble Hill,37,4.5,FALSE
Coco Pazzo Trattoria,GOOD,MODERATE,1 starItalian$$SoHo,FALSE,Italian,-74.00156539999999,40.7260026,SoHo,591,4,TRUE
Yves,GOOD,MODERATE,1 starFrench$$TriBeCa,FALSE,French,-74.0099704,40.7202135,TriBeCa,71,4,TRUE
Restaurant Nippon,GOOD,MODERATE,1 starJapanese$$Midtown,FALSE,Japanese,-73.97047169999999,40.7574462,Midtown,163,3.5,TRUE
Wokuni,GOOD,MODERATE,"1 starJapanese, Seafood$$Midtown",FALSE,"Japanese, Seafood",-73.9774841,40.7492031,Midtown,221,4,FALSE
Cervo’s,GOOD,MODERATE,"NYT Critic’s Pick1 starPortuguese, Seafood, Spanish$$Lower East Side",TRUE,"Portuguese, Seafood, Spanish",-73.99134459999999,40.7148624,Lower East Side,28,3.5,FALSE
Don Peppe,GOOD,MODERATE,"NYT Critic’s Pick1 starAmerican, Italian$$South Ozone Park",TRUE,"American, Italian",-73.8216764,40.66896699999999,South Ozone Park,559,4,TRUE
Pinch Chinese,GOOD,MODERATE,NYT Critic’s Pick1 starChinese$$SoHo,TRUE,Chinese,-74.001798,40.7264492,SoHo,346,3.5,TRUE
Pig Bleecker,GOOD,MODERATE,NYT Critic’s Pick1 starAmerican$$Greenwich Village,TRUE,American,-73.9889136,40.6795588,Greenwich Village,562,4,FALSE
Ichiran,GOOD,MODERATE,NYT Critic’s Pick1 starJapanese$$Bushwick,TRUE,Japanese,-73.9905691,40.7482996,Bushwick,817,4,FALSE
Fish Cheeks,GOOD,MODERATE,NYT Critic’s Pick1 starThai$$NoHo,TRUE,Thai,-73.992682,40.72570899999999,NoHo,619,4.5,TRUE
TsuruTonTan Udon Noodle Brasserie,GOOD,MODERATE,NYT Critic’s Pick1 starJapanese$$Union Square,TRUE,Japanese,-73.9913088,40.73689,Union Square,1849,4,TRUE
Zadie's Oyster Room,GOOD,MODERATE,NYT Critic’s Pick1 starAmerican$$East Village,TRUE,American,-73.9826542,40.7298525,East Village,84,4.5,FALSE
Ruffian Wine Bar & Chef’s Table,GOOD,MODERATE,"1 starFrench, Wine Bars$$East Village",FALSE,"French, Wine Bars",-73.9842175,40.7264355,East Village,415,4,TRUE
Chaiwali,GOOD,MODERATE,1 starIndian$$Harlem,FALSE,Indian,-73.94584689999999,40.8067572,Harlem,194,3.5,TRUE
Pizza Moto @ John Grace Bakery,GOOD,MODERATE,NYT Critic’s Pick1 starPizza$$Red Hook,TRUE,Pizza,-74.00079989999999,40.6746224,Red Hook,2176,4.5,FALSE
Achilles Heel,GOOD,MODERATE,NYT Critic’s Pick1 starAmerican$$Greenpoint,TRUE,American,-73.9596202,40.7331806,Greenpoint,75,3.5,FALSE
Telepan Local,GOOD,MODERATE,1 starAmerican$$TriBeCa,FALSE,American,-74.0103573,40.7176946,TriBeCa,405,4,FALSE
Somtum Der,GOOD,MODERATE,NYT Critic’s Pick1 starThai$$East Village,TRUE,Thai,-73.984342,40.7252385,East Village,727,4,TRUE
Whiskey Soda Lounge NY,GOOD,MODERATE,1 starThai$$Lower East Side,FALSE,Thai,-74.0011473,40.68779199999999,Lower East Side,257,4,FALSE
MP Taverna Astoria,GOOD,MODERATE,NYT Critic’s Pick1 starGreek$$Steinway,TRUE,Greek,-73.873486,41.039838,Steinway,2265,4,TRUE
Randazzo's Clam Bar,GOOD,MODERATE,"NYT Critic’s Pick1 starItalian, Seafood$$Sheepshead Bay",TRUE,"Italian, Seafood",-73.9476541,40.583881,Sheepshead Bay,608,3.5,FALSE
Royal Seafood Restaurant,GOOD,MODERATE,NYT Critic’s Pick1 starChinese$$Chinatown,TRUE,Chinese,-73.9976916,40.7173032,Chinatown,300,3,FALSE
456 Shanghai Cuisine,GOOD,MODERATE,NYT Critic’s Pick1 starChinese$$Chinatown,TRUE,Chinese,-73.9976916,40.7173032,Chinatown,550,3.5,TRUE
Rosemary's,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-73.9998686,40.7347997,West Village,954,3.5,TRUE
L'Artusi,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-73.9998686,40.7347997,West Village,1829,4.5,TRUE
Gottino,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-73.9998686,40.7347997,West Village,298,4,FALSE
Barbuto,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-73.9998686,40.7347997,West Village,888,4,FALSE
Lupa,GOOD,MODERATE,1 starItalian$$Greenwich Village,FALSE,Italian,-74.0000589,40.7276574,Greenwich Village,1529,4,FALSE
Coppelia,GOOD,MODERATE,"NYT Critic’s Pick1 starCaribbean, Latin, Latin American$$Chelsea",TRUE,"Caribbean, Latin, Latin American",-74,40.7388889,Chelsea,1347,4,TRUE
Royal Seafood Restaurant,GOOD,MODERATE,NYT Critic’s Pick1 starChinese$$Chinatown,TRUE,Chinese,-73.998268,40.71624740000001,Chinatown,300,3,FALSE
456 Shanghai Cuisine,GOOD,MODERATE,NYT Critic’s Pick1 starChinese$$Chinatown,TRUE,Chinese,-73.998268,40.71624740000001,Chinatown,550,3.5,TRUE
Hunan Kitchen of Grand Sichuan,GOOD,MODERATE,NYT Critic’s Pick1 starChinese$$Flushing,TRUE,Chinese,-73.8273262,40.7540613,Flushing,235,4,TRUE
The Fat Radish,GOOD,MODERATE,NYT Critic’s Pick1 starEnglish$$Lower East Side,TRUE,English,-73.9919444,40.7152778,Lower East Side,547,3.5,TRUE
Anella,GOOD,MODERATE,"NYT Critic’s Pick1 starItalian, New American$$Greenpoint",TRUE,"Italian, New American",-73.9579327,40.7332398,Greenpoint,416,4,TRUE
Ayada,GOOD,MODERATE,1 starThai$$Elmhurst,FALSE,Thai,-73.8876429,40.7434891,Elmhurst,1164,4,TRUE
Takashi,GOOD,MODERATE,NYT Critic’s Pick1 starJapanese$$West Village,TRUE,Japanese,-74.0064215,40.7314551,West Village,978,4,FALSE
Tanoreen,GOOD,MODERATE,NYT Critic’s Pick1 starMiddle Eastern$$Bay Ridge,TRUE,Middle Eastern,-74.0277778,40.6308333,Bay Ridge,832,4,TRUE
Motorino,GOOD,MODERATE,"NYT Critic’s Pick1 starItalian, Pizza$$East Village",TRUE,"Italian, Pizza",-73.98382769999999,40.7303588,East Village,1075,3.5,TRUE
Purple Yam,GOOD,MODERATE,"NYT Critic’s Pick1 starAsian, Philippine$$Ditmas",TRUE,"Asian, Philippine",-73.9656677,40.6404724,Ditmas,424,3.5,TRUE
Madangsui,GOOD,MODERATE,NYT Critic’s Pick1 starKorean$$Koreatown,TRUE,Korean,-73.9856774,40.74989050000001,Koreatown,679,3.5,TRUE
Le Relais de Venise L’Entrecôte,GOOD,MODERATE,NYT Critic’s Pick1 starFrench$$Midtown East,TRUE,French,-73.9717686,40.7576759,Midtown East,807,4,FALSE
The Redhead,GOOD,MODERATE,"1 starAmerican, Southern$$East Village",FALSE,"American, Southern",-73.9834126,40.730901,East Village,54,4.5,FALSE
Rye,GOOD,MODERATE,"1 starAmerican, Bistros, New American$$Williamsburg",FALSE,"American, Bistros, New American",-73.68373989999999,40.9806535,Williamsburg,459,3.5,TRUE
Flex Mussels,GOOD,MODERATE,1 starSeafood$$Upper East Side,FALSE,Seafood,-73.99964899999999,40.7374687,Upper East Side,904,4,TRUE
Ippudo,GOOD,MODERATE,NYT Critic’s Pick1 starJapanese$$East Village,TRUE,Japanese,-73.990287,40.730948,East Village,9964,4,TRUE
Txikito,GOOD,MODERATE,"NYT Critic’s Pick1 starSpanish, Tapas$$Chelsea",TRUE,"Spanish, Tapas",-74.000365,40.747369,Chelsea,347,3.5,FALSE
Macao Trading Company,GOOD,MODERATE,"NYT Critic’s Pick1 starAsian, Chinese, Portuguese$$TriBeCa",TRUE,"Asian, Chinese, Portuguese",-74.003939,40.719629,TriBeCa,751,4,TRUE
Kefi,GOOD,MODERATE,1 starGreek$$Upper West Side,FALSE,Greek,-73.9794457,40.7833438,Upper West Side,152,4,TRUE
Rosemary's,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-74.00514179999999,40.73384739999999,West Village,954,3.5,TRUE
L'Artusi,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-74.00514179999999,40.73384739999999,West Village,1829,4.5,TRUE
Gottino,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-74.00514179999999,40.73384739999999,West Village,298,4,FALSE
Barbuto,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-74.00514179999999,40.73384739999999,West Village,888,4,FALSE
Buttermilk Channel,GOOD,MODERATE,"NYT Critic’s Pick1 starAmerican, Bistros$$Carroll Gardens",TRUE,"American, Bistros",-74.0140286,40.6848252,Carroll Gardens,1885,4,FALSE
Delicatessen,GOOD,MODERATE,"1 starAmerican, Diners$$Nolita",FALSE,"American, Diners",-73.98742899999999,40.722233,Nolita,12194,4,TRUE
Rosemary's,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-74.0004556,40.7357702,West Village,954,3.5,TRUE
L'Artusi,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-74.0004556,40.7357702,West Village,1829,4.5,TRUE
Gottino,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-74.0004556,40.7357702,West Village,298,4,FALSE
Barbuto,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-74.0004556,40.7357702,West Village,888,4,FALSE
Terroir,GOOD,MODERATE,1 starItalian$$East Village,FALSE,Italian,-74.0099638,40.7189142,East Village,284,4,FALSE
La Sirène,GOOD,MODERATE,NYT Critic’s Pick1 starFrench$$SoHo,TRUE,French,-74.005667,40.724543,SoHo,1600,4.5,FALSE
Rosemary's,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-74.0079639,40.7377611,West Village,954,3.5,TRUE
L'Artusi,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-74.0079639,40.7377611,West Village,1829,4.5,TRUE
Gottino,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-74.0079639,40.7377611,West Village,298,4,FALSE
Barbuto,GOOD,MODERATE,1 starItalian$$West Village,FALSE,Italian,-74.0079639,40.7377611,West Village,888,4,FALSE
Moim,GOOD,MODERATE,1 starKorean$$Park Slope,FALSE,Korean,-74.01001,40.830179,Park Slope,11,5,FALSE
Ushiwakamaru,GOOD,MODERATE,"1 starJapanese, Sushi$$Greenwich Village",FALSE,"Japanese, Sushi",-74.0010357,40.7461264,Greenwich Village,171,4,TRUE
Pera Mediterranean Brasserie,GOOD,MODERATE,1 starMediterranean$$Midtown South,FALSE,Mediterranean,-73.9794277,40.7523265,Midtown South,403,3.5,TRUE
Cafe Cluny,GOOD,MODERATE,"NYT Critic’s Pick1 starAmerican, Bistros, French, New American$$West Village",TRUE,"American, Bistros, French, New American",-74.0039633,40.7374114,West Village,718,4,TRUE
Sip Sak,GOOD,MODERATE,1 starTurkish$$Midtown East,FALSE,Turkish,-73.968535,40.754364,Midtown East,404,3.5,TRUE
Chinatown Brasserie,GOOD,MODERATE,NYT Critic’s Pick1 starChinese$$NoHo,TRUE,Chinese,-73.9936571,40.7276352,NoHo,6153,4,TRUE
Barbounia,GOOD,MODERATE,1 starMediterranean$$Flatiron,FALSE,Mediterranean,-73.988042,40.738352,Flatiron,1260,3.5,FALSE
Pylos,GOOD,MODERATE,1 starGreek$$East Village,FALSE,Greek,-73.9840583,40.72617779999999,East Village,1117,4.5,TRUE
